location,file,box,male,female,duet,not_kiwi,other_label,close_call,ok_call,far_call,low_noise,medium_noise,high_noise,terrible_noise,trip_date
C05,20220504_030000.WAV,"[822, 850]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220504_034500.WAV,"[57, 65]",false,false,false,true,,,,,,,,,2022-05-27
C05,20220504_051500.WAV,"[25, 58]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220504_054500.WAV,"[597, 633]",true,false,false,false,,false,true,false,true,false,false,false,2022-05-27
C05,20220504_063000.WAV,"[885, 893]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220504_183000.WAV,"[442, 455]",false,false,false,true,,,,,,,,,2022-05-27
C05,20220504_190000.WAV,"[677, 708]",true,false,false,false,,false,false,true,false,false,true,false,2022-05-27
C05,20220504_194500.WAV,"[517, 550]",true,false,false,false,,true,false,false,false,false,true,false,2022-05-27
C05,20220504_200000.WAV,"[45, 73]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220504_201500.WAV,"[345, 353]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220504_210000.WAV,"[812, 858]",false,false,true,false,,true,false,false,true,false,false,false,2022-05-27
C05,20220504_211500.WAV,"[650, 683]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220505_003000.WAV,"[735, 790]",false,false,true,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220505_010000.WAV,"[627, 660]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220505_023000.WAV,"[587, 618]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220505_043000.WAV,"[520, 550]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220505_050000.WAV,"[865, 895]",false,false,true,false,,false,false,true,false,true,false,false,2022-05-27
C05,20220505_051500.WAV,"[0, 18]",true,false,false,false,,true,false,false,true,false,false,false,2022-05-27
C05,20220505_064500.WAV,"[415, 448]",true,false,false,false,,false,false,true,false,false,true,false,2022-05-27
C05,20220505_194500.WAV,"[415, 428]",true,false,false,false,,false,true,false,true,false,false,false,2022-05-27
C05,20220505_200000.WAV,"[842, 850]",false,true,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220505_203000.WAV,"[840, 870]",true,false,false,false,,false,false,true,true,false,false,false,2022-05-27
C05,20220505_214500.WAV,"[367, 388]",false,false,false,true,,,,,,,,,2022-05-27
C05,20220505_221500.WAV,"[710, 725]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220505_230000.WAV,"[737, 765]",true,false,false,false,,false,true,false,true,false,false,false,2022-05-27
C05,20220506_013000.WAV,"[162, 195]",true,false,false,false,,false,true,false,true,false,false,false,2022-05-27
C05,20220506_023000.WAV,"[755, 775]",false,false,false,true,,,,,,,,,2022-05-27
C05,20220506_024500.WAV,"[65, 98]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220506_030000.WAV,"[27, 58]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220506_033000.WAV,"[362, 388]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220506_061500.WAV,"[682, 698]",false,false,true,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220506_183000.WAV,"[370, 395]",false,false,false,true,,,,,,,,,2022-05-27
C05,20220507_011500.WAV,"[400, 410]",true,false,false,false,,false,false,true,false,false,true,false,2022-05-27
C05,20220427_191500.WAV,"[722, 790]",false,false,true,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220427_210000.WAV,"[555, 580]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220427_233000.WAV,"[490, 510]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220428_003000.WAV,"[635, 683]",false,false,true,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220428_183000.WAV,"[210, 220]",false,false,false,true,,,,,,,,,2022-05-27
C05,20220428_191500.WAV,"[472, 520]",false,false,true,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220428_203000.WAV,"[442, 475]",false,false,true,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220428_224500.WAV,"[722, 743]",true,false,false,false,,false,false,true,true,false,false,false,2022-05-27
C05,20220429_011500.WAV,"[275, 288]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220429_033000.WAV,"[515, 545]",false,true,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220429_051500.WAV,"[342, 375]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220429_190000.WAV,"[697, 710]",true,false,false,false,,false,false,true,false,false,true,false,2022-05-27
C05,20220429_191500.WAV,"[550, 583]",false,true,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220429_211500.WAV,"[685, 715]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220430_021500.WAV,"[412, 448]",true,false,false,false,,true,false,false,false,false,true,false,2022-05-27
C05,20220430_061500.WAV,"[537, 568]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220501_020000.WAV,"[120, 140]",true,false,false,false,,false,false,true,true,false,false,false,2022-05-27
C05,20220501_030000.WAV,"[230, 240]",false,false,false,true,,,,,,,,,2022-05-27
C05,20220501_201500.WAV,"[542, 603]",false,false,true,false,,false,true,false,true,false,false,false,2022-05-27
C05,20220502_003000.WAV,"[670, 703]",false,true,false,false,,true,false,false,false,true,false,false,2022-05-27
C05,20220502_011500.WAV,"[547, 573]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220502_020000.WAV,"[602, 633]",false,true,false,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220502_040000.WAV,"[505, 530]",true,false,false,false,,false,false,true,false,false,true,false,2022-05-27
C05,20220502_053000.WAV,"[552, 583]",true,false,false,false,,false,false,true,false,false,true,false,2022-05-27
C05,20220502_060000.WAV,"[295, 320]",false,true,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220502_070000.WAV,"[710, 750]",false,false,true,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220502_191500.WAV,"[592, 640]",false,false,true,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220502_201500.WAV,"[485, 508]",true,false,false,false,,false,false,true,false,false,true,false,2022-05-27
C05,20220502_214500.WAV,"[540, 558]",true,false,false,false,,false,false,true,false,false,true,false,2022-05-27
C05,20220502_233000.WAV,"[2, 10]",false,true,false,false,,false,false,true,true,false,false,false,2022-05-27
C05,20220503_190000.WAV,"[467, 495]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220503_211500.WAV,"[807, 833]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220504_013000.WAV,"[117, 150]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220504_063000.WAV,"[805, 840]",true,false,false,false,,true,false,false,false,true,false,false,2022-05-27
C05,20220504_190000.WAV,"[235, 270]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220504_201500.WAV,"[320, 333]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220505_010000.WAV,"[687, 720]",false,true,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220505_071500.WAV,"[152, 163]",true,false,false,false,,false,false,true,false,true,false,false,2022-05-27
C05,20220505_190000.WAV,"[122, 178]",false,false,true,false,,false,true,false,true,false,false,false,2022-05-27
C05,20220505_203000.WAV,"[517, 550]",true,false,false,false,,false,false,true,true,false,false,false,2022-05-27
C05,20220506_023000.WAV,"[807, 833]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220506_024500.WAV,"[790, 805]",false,true,false,false,,false,false,true,true,false,false,false,2022-05-27
C05,20220506_031500.WAV,"[417, 443]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220506_183000.WAV,"[450, 465]",true,false,false,false,,false,false,true,false,false,true,false,2022-05-27
C05,20220506_231500.WAV,"[377, 400]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220507_020000.WAV,"[65, 75]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220507_184500.WAV,"[345, 375]",true,false,false,false,,true,false,false,true,false,false,false,2022-05-27
C05,20220507_194500.WAV,"[572, 605]",true,false,false,false,,false,false,true,false,true,false,false,2022-05-27
C05,20220507_200000.WAV,"[855, 880]",true,false,false,false,,true,false,false,true,false,false,false,2022-05-27
C05,20220507_210000.WAV,"[727, 760]",true,false,false,false,,false,false,true,false,false,true,false,2022-05-27
C05,20220507_221500.WAV,"[510, 518]",false,false,false,true,,,,,,,,,2022-05-27
C05,20220508_000000.WAV,"[872, 880]",false,false,false,true,,,,,,,,,2022-05-27
C05,20220508_200000.WAV,"[840, 868]",true,false,false,false,,false,false,true,true,false,false,false,2022-05-27
C05,20220508_214500.WAV,"[637, 653]",true,false,false,false,,false,false,true,true,false,false,false,2022-05-27
C05,20220508_224500.WAV,"[720, 730]",false,false,false,true,,,,,,,,,2022-05-27
C05,20220509_011500.WAV,"[130, 138]",true,false,false,false,,false,false,true,true,false,false,false,2022-05-27
C05,20220509_064500.WAV,"[227, 245]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220509_184500.WAV,"[250, 283]",true,false,false,false,,false,true,false,true,false,false,false,2022-05-27
C05,20220509_190000.WAV,"[350, 378]",false,true,false,false,,false,true,false,false,false,false,true,2022-05-27
C05,20220509_191500.WAV,"[262, 295]",true,false,false,false,,true,false,false,true,false,false,false,2022-05-27
C05,20220509_194500.WAV,"[527, 555]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220510_013000.WAV,"[65, 100]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220510_023000.WAV,"[825, 858]",true,false,false,false,,true,false,false,false,true,false,false,2022-05-27
C05,20220510_040000.WAV,"[347, 375]",true,false,false,false,,false,true,false,true,false,false,false,2022-05-27
C05,20220510_204500.WAV,"[182, 203]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220510_210000.WAV,"[737, 768]",false,true,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220511_011500.WAV,"[137, 170]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220511_184500.WAV,"[495, 530]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220511_211500.WAV,"[700, 713]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220511_233000.WAV,"[167, 178]",true,false,false,false,,false,false,true,false,false,true,false,2022-05-27
C05,20220512_030000.WAV,"[602, 610]",true,false,false,false,,false,false,true,true,false,false,false,2022-05-27
C05,20220512_040001.WAV,"[530, 540]",false,true,false,false,,false,false,true,false,false,true,false,2022-05-27
C05,20220512_044500.WAV,"[665, 700]",true,false,false,false,,false,true,false,true,false,false,false,2022-05-27
C05,20220512_063000.WAV,"[57, 65]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220512_064500.WAV,"[335, 350]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220512_070000.WAV,"[400, 425]",true,false,false,false,,false,false,true,false,false,true,false,2022-05-27
C05,20220512_184500.WAV,"[225, 260]",true,false,false,false,,false,true,false,true,false,false,false,2022-05-27
C05,20220512_191500.WAV,"[302, 333]",true,false,false,false,,false,false,true,false,false,true,false,2022-05-27
C05,20220512_193000.WAV,"[127, 135]",false,true,false,false,,false,false,true,false,true,false,false,2022-05-27
C05,20220512_194500.WAV,"[85, 118]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220512_204500.WAV,"[260, 298]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220513_000000.WAV,"[280, 308]",true,false,false,false,,false,false,true,true,false,false,false,2022-05-27
C05,20220513_001500.WAV,"[572, 585]",true,false,false,false,,false,false,true,false,false,true,false,2022-05-27
C05,20220513_014500.WAV,"[700, 730]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220513_021500.WAV,"[262, 293]",false,false,false,true,,,,,,,,,2022-05-27
C05,20220513_033000.WAV,"[377, 413]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220513_043000.WAV,"[592, 628]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220513_053000.WAV,"[250, 283]",true,false,false,false,,false,false,true,true,false,false,false,2022-05-27
C05,20220513_054500.WAV,"[312, 370]",false,false,true,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220513_193001.WAV,"[305, 323]",true,false,false,false,,false,true,false,true,false,false,false,2022-05-27
C05,20220513_223000.WAV,"[330, 363]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220513_231500.WAV,"[557, 580]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220514_194500.WAV,"[722, 743]",true,false,false,false,,false,false,true,false,false,false,true,2022-05-27
C05,20220514_211500.WAV,"[7, 43]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220515_183000.WAV,"[417, 455]",true,false,false,false,,true,false,false,false,true,false,false,2022-05-27
C05,20220515_184500.WAV,"[832, 865]",false,true,false,false,,true,false,false,true,false,false,false,2022-05-27
C05,20220515_200000.WAV,"[655, 710]",false,false,true,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220515_234500.WAV,"[32, 65]",true,false,false,false,,true,false,false,true,false,false,false,2022-05-27
C05,20220516_020000.WAV,"[75, 108]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220516_023000.WAV,"[687, 708]",true,false,false,false,,false,false,true,false,false,true,false,2022-05-27
C05,20220516_053000.WAV,"[537, 573]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220516_054500.WAV,"[407, 425]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220516_060000.WAV,"[502, 510]",false,true,false,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220516_063000.WAV,"[562, 570]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220516_070000.WAV,"[830, 878]",true,false,false,false,,false,false,true,false,false,true,false,2022-05-27
C05,20220516_183000.WAV,"[872, 895]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220516_184500.WAV,"[35, 70]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220516_200000.WAV,"[562, 578]",true,false,false,false,,false,false,true,false,true,false,false,2022-05-27
C05,20220516_221500.WAV,"[52, 65]",true,false,false,false,,true,false,false,true,false,false,false,2022-05-27
C05,20220517_051500.WAV,"[527, 535]",true,false,false,false,,false,false,true,false,true,false,false,2022-05-27
C05,20220517_063000.WAV,"[300, 313]",true,false,false,false,,false,false,true,false,false,true,false,2022-05-27
C05,20220517_191500.WAV,"[727, 738]",false,true,false,false,,false,false,true,true,false,false,false,2022-05-27
C05,20220517_224500.WAV,"[675, 720]",false,true,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220517_230000.WAV,"[442, 465]",true,false,false,false,,false,false,true,false,false,true,false,2022-05-27
C05,20220518_004500.WAV,"[830, 850]",true,false,false,false,,false,true,false,true,false,false,false,2022-05-27
C05,20220518_014500.WAV,"[37, 48]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220518_031500.WAV,"[795, 823]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220518_041500.WAV,"[587, 620]",true,false,false,false,,false,true,false,true,false,false,false,2022-05-27
C05,20220518_054500.WAV,"[695, 715]",true,false,false,false,,false,false,true,true,false,false,false,2022-05-27
C05,20220518_060000.WAV,"[610, 635]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220518_064500.WAV,"[477, 485]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220518_183000.WAV,"[292, 328]",true,false,false,false,,true,false,false,true,false,false,false,2022-05-27
C05,20220519_010000.WAV,"[75, 83]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220519_200000.WAV,"[465, 483]",true,false,false,false,,false,false,true,true,false,false,false,2022-05-27
C05,20220519_220000.WAV,"[157, 193]",true,false,false,false,,false,true,false,true,false,false,false,2022-05-27
C05,20220519_233000.WAV,"[232, 265]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220520_001500.WAV,"[205, 240]",true,false,false,false,,true,false,false,false,false,true,false,2022-05-27
C05,20220520_010000.WAV,"[145, 173]",true,false,false,false,,false,false,true,false,true,false,false,2022-05-27
C05,20220520_020000.WAV,"[690, 710]",true,false,false,false,,false,false,true,true,false,false,false,2022-05-27
C05,20220520_024500.WAV,"[175, 200]",true,false,false,false,,false,false,true,false,true,false,false,2022-05-27
C05,20220520_044500.WAV,"[560, 575]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220520_054501.WAV,"[775, 805]",true,false,false,false,,false,false,true,false,false,true,false,2022-05-27
C05,20220520_063000.WAV,"[767, 803]",true,false,false,false,,true,false,false,true,false,false,false,2022-05-27
C05,20220520_183001.WAV,"[750, 783]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220520_203000.WAV,"[115, 150]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220520_210000.WAV,"[505, 540]",true,false,false,false,,true,false,false,true,false,false,false,2022-05-27
C05,20220520_220001.WAV,"[690, 728]",true,false,false,false,,true,false,false,false,true,false,false,2022-05-27
C05,20220520_230000.WAV,"[315, 348]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220520_234501.WAV,"[880, 890]",true,false,false,false,,false,false,true,false,true,false,false,2022-05-27
C05,20220521_030000.WAV,"[455, 490]",true,false,false,false,,false,true,false,true,false,false,false,2022-05-27
C05,20220521_033000.WAV,"[495, 523]",true,false,false,false,,false,true,false,true,false,false,false,2022-05-27
C05,20220521_040000.WAV,"[340, 358]",false,false,false,true,,,,,,,,,2022-05-27
C05,20220521_064501.WAV,"[695, 725]",true,false,false,false,,false,false,true,true,false,false,false,2022-05-27
C05,20220521_184500.WAV,"[377, 405]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220521_201500.WAV,"[280, 308]",true,false,false,false,,false,false,true,false,false,true,false,2022-05-27
C05,20220521_204500.WAV,"[852, 865]",true,false,false,false,,false,false,true,false,false,true,false,2022-05-27
C05,20220521_224500.WAV,"[562, 595]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220521_234500.WAV,"[185, 220]",true,false,false,false,,true,false,false,false,true,false,false,2022-05-27
C05,20220522_001500.WAV,"[212, 248]",true,false,false,false,,false,true,false,true,false,false,false,2022-05-27
C05,20220522_011500.WAV,"[642, 675]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220522_020000.WAV,"[85, 115]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220522_023000.WAV,"[797, 830]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220522_041500.WAV,"[822, 853]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220522_050000.WAV,"[387, 425]",true,false,false,false,,true,false,false,false,true,false,false,2022-05-27
C05,20220522_054500.WAV,"[545, 580]",true,false,false,false,,true,false,false,true,false,false,false,2022-05-27
C05,20220522_063000.WAV,"[167, 200]",true,false,false,false,,false,false,true,true,false,false,false,2022-05-27
C05,20220522_071500.WAV,"[307, 338]",true,false,false,false,,false,false,true,false,false,true,false,2022-05-27
C05,20220522_184500.WAV,"[95, 123]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220522_194500.WAV,"[192, 200]",true,false,false,false,,false,false,true,false,false,true,false,2022-05-27
C05,20220522_203000.WAV,"[777, 815]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220522_210000.WAV,"[80, 93]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220522_221500.WAV,"[822, 853]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220522_223001.WAV,"[482, 510]",true,false,false,false,,false,false,true,false,false,true,false,2022-05-27
C05,20220522_230000.WAV,"[427, 453]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220522_233000.WAV,"[75, 103]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220522_234500.WAV,"[590, 608]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220523_010000.WAV,"[680, 688]",false,true,false,false,,false,false,true,false,false,true,false,2022-05-27
C05,20220523_064500.WAV,"[365, 378]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220523_203000.WAV,"[622, 650]",true,false,false,false,,false,false,true,false,true,false,false,2022-05-27
C05,20220523_211500.WAV,"[860, 890]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220524_013000.WAV,"[867, 893]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220524_054500.WAV,"[702, 718]",true,false,false,false,,false,false,true,false,true,false,false,2022-05-27
C05,20220524_063000.WAV,"[640, 648]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220524_231500.WAV,"[557, 590]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220525_030001.WAV,"[597, 625]",true,false,false,false,,true,false,false,false,true,false,false,2022-05-27
C05,20220525_071500.WAV,"[702, 720]",false,true,false,false,,false,false,true,false,true,false,false,2022-05-27
C05,20220525_183000.WAV,"[777, 813]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220525_184500.WAV,"[667, 688]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220525_201500.WAV,"[532, 560]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220526_190000.WAV,"[802, 835]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220526_191500.WAV,"[540, 558]",true,false,false,false,,false,false,true,false,false,true,false,2022-05-27
C05,20220526_201500.WAV,"[637, 673]",true,false,false,false,,true,false,false,true,false,false,false,2022-05-27
C05,20220526_221500.WAV,"[462, 498]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220526_234501.WAV,"[772, 805]",true,false,false,false,,false,false,true,false,false,true,false,2022-05-27
C05,20220527_000000.WAV,"[765, 798]",true,false,false,false,,false,false,true,false,false,true,false,2022-05-27
C05,20220527_033000.WAV,"[382, 398]",false,true,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220527_044500.WAV,"[502, 528]",false,true,false,false,,false,false,true,false,true,false,false,2022-05-27
C05,20220508_000000.WAV,"[22, 55]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220508_010000.WAV,"[340, 350]",false,false,false,true,,,,,,,,,2022-05-27
C05,20220508_200000.WAV,"[160, 193]",true,false,false,false,,true,false,false,false,true,false,false,2022-05-27
C05,20220508_210000.WAV,"[407, 433]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220509_064500.WAV,"[177, 188]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220510_231500.WAV,"[392, 423]",true,false,false,false,,false,true,false,true,false,false,false,2022-05-27
C05,20220511_184500.WAV,"[850, 895]",false,false,true,false,,true,false,false,false,true,false,false,2022-05-27
C05,20220512_003000.WAV,"[437, 460]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220512_184500.WAV,"[842, 863]",false,true,false,false,,false,false,true,false,true,false,false,2022-05-27
C05,20220512_191500.WAV,"[635, 660]",false,true,false,false,,false,true,false,false,false,false,true,2022-05-27
C05,20220512_194500.WAV,"[420, 448]",true,false,false,false,,false,false,true,true,false,false,false,2022-05-27
C05,20220513_190000.WAV,"[875, 890]",true,false,false,false,,false,true,false,true,false,false,false,2022-05-27
C05,20220513_211501.WAV,"[120, 183]",false,false,true,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220516_053000.WAV,"[190, 233]",true,false,false,false,,false,false,true,false,true,false,false,2022-05-27
C05,20220516_184500.WAV,"[0, 8]",true,false,false,false,,false,false,true,false,false,true,false,2022-05-27
C05,20220518_000000.WAV,"[292, 348]",false,false,true,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220518_033000.WAV,"[12, 43]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220518_041500.WAV,"[187, 220]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220518_064500.WAV,"[445, 453]",true,false,false,false,,false,false,true,false,false,true,false,2022-05-27
C05,20220519_054500.WAV,"[467, 500]",true,false,false,false,,false,false,true,false,true,false,false,2022-05-27
C05,20220519_183000.WAV,"[112, 133]",true,false,false,false,,false,false,true,false,true,false,false,2022-05-27
C05,20220520_020000.WAV,"[317, 328]",true,false,false,false,,false,false,true,false,true,false,false,2022-05-27
C05,20220520_024500.WAV,"[132, 148]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220520_194500.WAV,"[0, 35]",true,false,false,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220521_021500.WAV,"[665, 700]",true,false,false,false,,true,false,false,true,false,false,false,2022-05-27
C05,20220521_184500.WAV,"[465, 490]",false,true,false,false,,false,true,false,false,true,false,false,2022-05-27
C05,20220521_204500.WAV,"[525, 558]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220521_220000.WAV,"[495, 533]",true,false,false,false,,true,false,false,false,true,false,false,2022-05-27
C05,20220522_051500.WAV,"[715, 743]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220522_184500.WAV,"[455, 488]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220522_221500.WAV,"[197, 215]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220523_014500.WAV,"[660, 680]",true,false,false,false,,false,false,true,true,false,false,false,2022-05-27
C05,20220523_200001.WAV,"[512, 545]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220524_054500.WAV,"[100, 108]",true,false,false,false,,false,false,true,true,false,false,false,2022-05-27
C05,20220524_210000.WAV,"[535, 563]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220525_041500.WAV,"[865, 875]",true,false,false,false,,false,false,true,false,false,true,false,2022-05-27
C05,20220525_063000.WAV,"[592, 605]",false,true,false,false,,false,false,true,false,false,true,false,2022-05-27
C05,20220525_190000.WAV,"[720, 753]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220526_183000.WAV,"[755, 790]",true,false,false,false,,false,true,false,true,false,false,false,2022-05-27
C05,20220526_194500.WAV,"[705, 715]",true,false,false,false,,false,false,true,true,false,false,false,2022-05-27
C05,20220526_221500.WAV,"[207, 245]",false,false,true,false,,false,true,false,false,false,true,false,2022-05-27
C05,20220526_234501.WAV,"[840, 885]",false,false,true,false,,false,false,true,false,false,true,false,2022-05-27
M01,20220427_183000.WAV,"[732, 740]",false,false,false,true,,,,,,,,,2022-05-27
M01,20220427_184500.WAV,"[645, 670]",false,false,false,true,,,,,,,,,2022-05-27
M01,20220427_201500.WAV,"[195, 218]",true,false,false,false,,false,true,false,false,false,true,false,2022-05-27
M01,20220428_021500.WAV,"[20, 43]",true,false,false,false,,false,false,true,false,false,true,false,2022-05-27
M01,20220428_070000.WAV,"[437, 445]",true,false,false,false,,false,false,true,true,false,false,false,2022-05-27
M01,20220428_193000.WAV,"[180, 213]",false,false,true,false,,true,false,false,true,false,false,false,2022-05-27
M01,20220428_201500.WAV,"[855, 863]",false,false,false,true,,,,,,,,,2022-05-27
M01,20220428_211500.WAV,"[842, 853]",false,true,false,false,,false,true,false,true,false,false,false,2022-05-27
